STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY ,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,WQI,class
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,22.8,8.3,7.6,304,1.2,0.51,12,20,51.73911826,Poor
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,21.8,5.5,7.6,743,7.6,1.02,81,166,123.571713,Unsuitable for drinking
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,26.9,5.1,7.8,657,1.7,0.26,6,23,74.95028754,Poor
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24.4,7.8,7.2,139,1.9,0.56,263,359,58.98779971,Poor
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.8,6.5,3.1,489,6.1,0.52,32,47,26.14321681,Good
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.8,7.3,7,162,2.2,0.69,2085,2633,101.3625878,Unsuitable for drinking
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,25.2,7.8,7.1,136,1.9,0.52,303,409,58.14176638,Poor
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24,7.7,7.1,205,7,0.84,303,461,103.82966,Unsuitable for drinking
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.4,8.1,7.1,267,1,0.11,2,12,41.97625884,Good
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.4,8,7,278,1.1,0.11,3,18,41.6323858,Good
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.2,6.9,7.2,268,1.1,0.11,6,37,50.46462232,Poor
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.3,6.8,7.1,286,1.3,0.11,8,29,51.02650928,Poor
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.4,6.6,7.8,149,1.8,0.0125,209,340,73.03640319,Poor
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,8,164,3.4,0.3,380,528,95.97005739,Very Poor
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196,4.4,0.8,425,648,102.7254032,Unsuitable for drinking
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN,29.9,5.6,7.5,15608,25,18.73,5,5,278.8709994,Unsuitable for drinking
2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",DAMAN,29.7,6.6,7.7,489,8,2.66,350,350,129.6653632,Unsuitable for drinking
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN,30.3,6.2,7.8,359,21,3.67,4,1800,241.1559377,Unsuitable for drinking
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN,29.8,5.8,7.7,8757,27,10.45,4,4,296.6500055,Unsuitable for drinking
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26,5.1,8.1,533,3.7,0.45,3900,7500,185.5581209,Unsuitable for drinking
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27,7.1,8,555,2,0.35,7500,15000,240.3558884,Unsuitable for drinking
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27,6.8,8.2,26600,3.1,0.62,9000,23000,295.6777693,Unsuitable for drinking
1865,RIVER DHADAR AT KOTHADA,GUJARAT,29.3,8.1,7.6,938,8.6,0.4,22,108,118.5739055,Unsuitable for drinking
1148,"AMBIKA AT BILIMORA, ",GUJARAT,28.4,6.2,7.8,7778,2.7,0.26,2880,6581,145.035111,Unsuitable for drinking
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32,2.783333333,7.2,1440,46,0.2,80,330,469.6917087,Unsuitable for drinking
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,3.2,7.7,885,6.3,0.51,3900,9575,211.310473,Unsuitable for drinking
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,GOA,29.3,6.6,6.5,58,1.8,0.87,0,53,45.86009652,Good
1475,ZUARI AT PANCHAWADI,GOA,28.8,6.6,6.6,145,1.5,0.65,4,98,45.03388319,Good
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,GOA,29,6.3,6.6,55,1.8,0.36,8,140,49.17887739,Good
1476,"MANDOVI AT TONCA, MARCELA",GOA,28.8,6.4,6.4,188,2,0.44,15,153,47.1917571,Good
1543,KALNA AT CHANDELNAN PERNEM,GOA,27.3,6.9,6.2,61,1.7,1.07,7,117,38.51494232,Good
1548,ASSONORA AT ASSONORA,GOA,28.3,7.2,6.1,62,2.6,0.92,8,123,43.30972145,Good
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29,6.9,6.6,154,1.9,0.83,17,173,47.45688232,Good
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,27.6,7,6.3,742,1.6,0.42,8,139,38.9903487,Good
1546,KHANDEPAR AT OPA NAN PONDA,GOA,28.8,7.6,6.2,62,1.1,0.38,12,160,29.88087362,Good
2270,"KHANDEPAR AT CODLI NR BDG,U/S OPA WATERWORKS, SANGUEM",GOA,28.3,7.1,6.2,69,1.4,0.56,7,141,34.84844841,Good
2272,"KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,27.8,6.8,6,93,1.9,0.75,9,136,37.31486261,Good
1545,MADAI AT DABOS NAN  VALPOI,GOA,28.5,7.1,6.2,89,1.4,0.68,6,119,34.83902841,Good
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,28.1,6.3,6.2,110,1.5,0.59,8,157,39.62026406,Good
2271,"SAL PAZORKHONI, CUNCOLIM (NR CULVERT MARGAONAN CANACONA N.H.)",GOA,29,6.2,7,77,1.8,0.46,11,173,56.69329768,Poor
2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",GOA,29.5,6.2,6.8,67,1.7,0.61,8,145,52.27783768,Poor
1547,TALPONA AT CANACONA,GOA,30.2,6.9,6.5,62,1.4,0.6,10,107,41.08027565,Good
1544,VALVANT AT SANKLINANBICHOLIM,GOA,28.3,6.7,6.2,62,0.9,0.57,8,187,32.37856957,Good
2651,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,28.7,6.8,7.9,119,3.5,0.58,286,517,90.65471594,Very Poor
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA,26,7,7.7,88,3.2,0.13,8,17,77.25512203,Very Poor
1092,KALU AT ATALE VILLAGE,MAHARASHTRA,24,7,7.4,3113,4,2.16,95,350,82.0121287,Very Poor
2670,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,32.1,5.5,8.1,363,8.4,2.15,16,69,137.9154197,Unsuitable for drinking
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA,30.3,6.9,7.5,86,3.6,0.4,316,582,84.76518899,Very Poor
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,30.1,6.4,7.4,621,37.8,1.79,413,728,390.6185171,Unsuitable for drinking
2671,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.8,5.2,7.9,42354,9.5,1.1,126,253,157.2185806,Unsuitable for drinking
2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,28.7,6.9,7.4,73,3.5,0.27,482,659,85.81245565,Very Poor
2168,MITHI RIVER,MAHARASHTRA,29,3.4,7.4,17842,31.5,3.32,1767,1767,383.3914058,Unsuitable for drinking
2676,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,28.5,7.4,8.1,254,2.2,0.15,3,75,73.36374087,Poor
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,27.7,6.7,7.4,125,3.7,0.4,514,820,89.3133029,Very Poor
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA,28.6,6.6,7.5,129,3.9,0.4,129,381,84.69658986,Very Poor
2685,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,27.1,6.1,7.3,515,5.1,2.02,82,212,93.43858464,Very Poor
2686,"PATALGANGA AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA,27.1,6.6,7.4,122,3.6,0.46,172,361,81.25590986,Very Poor
2687,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",MAHARASHTRA,27,6.5,7.3,131,3.8,0.79,108,261,80.37305681,Very Poor
2688,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",MAHARASHTRA,26.8,6.7,7.3,130,3.4,0.57,133,318,76.41084957,Very Poor
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.6,7.4,95,3.7,0.53,147,217,81.55864319,Very Poor
2696,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",MAHARASHTRA,26.4,6.8,7.7,143,3.6,0.43,38,109,82.48623594,Very Poor
2199,SAVITRI AT OVALE VILLAGE.,MAHARASHTRA,22.1,6.3,7.5,10825,2.9,1.93,5,101,77.00625072,Very Poor
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,22.3,7.1,7.4,185,2.2,0.63,4,80,62.71550174,Poor
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,22,6.7,7.5,1439,2.5,1.47,4,113,69.40642957,Poor
2703,"SAVITRI AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,22,6.6,7.5,185,2.4,0.3,6,113,68.64271652,Poor
2704,"SAVITRI AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,22,6.7,7.8,3521,2.4,1.02,3,90,74.11090957,Poor
2706,"SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,28.2,7.1,7.7,193,3.1,0.53,41,92,76.70146841,Very Poor
2707,"SURYA AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,28.2,7.1,7.9,175,3.1,0.47,31,86,79.94062841,Very Poor
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,28.3,7.1,7.8,174,3.3,0.44,33,83,80.01506841,Very Poor
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,26.3,6.4,7.7,153,3.6,0.77,504,592,94.8548171,Very Poor
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,26.1,7,7.7,111,3.4,0.42,179,359,82.9166287,Very Poor
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,26,6.6,7.6,209,3.4,0.68,97,243,81.31724319,Very Poor
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,27.6,6.9,7.5,119,2.2,0.42,2,71,65.33001565,Poor
2713,"VASHISHTI AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,27.6,6.8,7.7,116,2.3,1.33,3,74,70.28989594,Poor
2714,"VASHISHTI AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,27.3,7,7.7,118,2.1,0.5,3,64,67.46481536,Poor
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,27.4,5.2,6.6,453,1.5,0.38,644,4613,66.94464058,Poor
18,PERIYAR AT KALADY,KERALA,27.3,7.2,6.8,35,1.1,0.24,513,3483,54.00313478,Poor
20,CHALIYAR AT KOOLIMADU,KERALA,26,7,7.1,62,0.5,0.44,385,617,51.43059536,Poor
21,CHALIYAR AT CHUNGAPALLY,KERALA,26.2,7,7.1,5228,0.6,0.34,240,455,50.20124203,Poor
42,"KALLADA AT PERUMTHOTTA MKADAVU, PUNALOOR",KERALA,27.5,7.2,7,51,0.6,0.26,285,522,47.36462145,Good
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,28.1,6.7,6.9,62,1.2,0.46,385,2193,55.9471629,Poor
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,28.2,6.5,6.5,118,1.1,0.52,610,3080,54.26665681,Poor
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,27.6,0.6,7,1787,14.1,1.49,8542,17500,385.3496206,Unsuitable for drinking
1156,PAMBA AT CHENGANNUR,KERALA,28,6.6,6.8,49,0.9,0.56,448,913,53.15542319,Poor
1207,KABBANI AT MUTHANKARA,KERALA,24.3,6.8,7.3,67,0.6,0.4,598,935,61.52395594,Poor
1208,BHAVANI AT ELACHIVAZHY,KERALA,25.8,7.3,7.4,104,0.6,0.44,245,430,52.95463449,Poor
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,27.8,6.5,6.7,39,1.2,0.26,562,4823,57.90071014,Poor
1339,MEENACHIL AT KIDANGOOR,KERALA,26.3,7.2,6.5,45,0.9,0.46,1225,1825,62.42142812,Poor
1340,MANIMALA  AT KALLOOPARA,KERALA,28.5,7.4,6.9,65,0.9,0.56,575,1455,53.97218754,Poor
1341,PAMBA AT THAKAZHY,KERALA,29.3,6.5,6.5,60,1,1.62,420,900,48.81036348,Good
1342,ACHENKOIL AT THUMPAMON,KERALA,27.6,6.6,6.9,57,0.9,0.37,319,650,51.96364986,Poor
1384,MANIMALA AT THONDRA,KERALA,28.1,7.1,7,84,1,0.66,985,1485,67.11936174,Poor
1442,VAMANAPURAM,KERALA,27.8,7.5,6.8,56,1.3,0.6,178,540,46.32329391,Good
1443,ACHENKOIL AT CHENNITHULA,KERALA,28.1,5.4,6.7,100,0.9,0.42,463,810,57.49722,Poor
1563,AMARAVILA,KERALA,26.6,7,6.9,66,0.7,0.45,465,900,51.5612287,Poor
1564,AYUR,KERALA,27.8,7.1,6.9,75,0.6,0.73,300,583,46.51129507,Good
1565,PAMBA DOWN,KERALA,29.3,6.5,6.7,70,0.9,1.25,370,800,50.23191014,Poor
1566,THIRURANGADY,KERALA,28,6.7,6.6,102,0.8,0.12,295,900,44.89652957,Good
1567,KUTTIYADY ESTATE,KERALA,23.8,7.1,6.8,27,0.6,0.22,86,198,39.89487507,Good
1568,VALAYAM,KERALA,26.3,6.9,7.1,46,0.5,0.33,225,373,48.30645565,Good
1569,THALIPARAMBA,KERALA,27.9,6.7,6.8,8291,1,0.53,108,250,47.70963623,Good
1570,HOSDURG,KERALA,28.4,6.2,7,12342,1.4,0.27,670,1600,70.70786435,Poor
1571,"KAKKADAVU,  KERALA",KERALA,27.1,7.5,7.3,53,0.8,0.31,1253,2225,74.67312725,Poor
1572,PADIYATHADKA,KERALA,28.5,7.6,7.3,62,1,0.63,1175,2180,74.26570696,Poor
1573,IRUMPANAM,KERALA,28.1,2.2,6.4,625,2.3,1.29,1125,6505,96.17052261,Very Poor
2284,R NEYYAR AT ARUVIPURAM,KERALA,26.4,7.4,6.7,55,0.7,0.51,281,1088,42.14398087,Good
2285,R MAMOM AT MAMOM BRIDGE,KERALA,27.1,7,6.8,103,0.7,0.43,225,640,44.46998203,Good
2286,R AYROOR AT AYROOR BRIDGE,KERALA,26.9,5.3,6.9,109,1.3,0.66,305,685,61.50002696,Poor
2287,R ITHIKKARA AT ITHIKKARA,KERALA,28.6,6.3,7,1392,0.7,0.85,230,535,51.72649072,Poor
2288,PALLICKAL AT NELLIMUKAL,KERALA,27.9,6.7,7,71,0.5,0.29,208,433,47.17125623,Good
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,28.4,6,6.4,57,1.4,0.61,193,303,47.76147159,Good
2290,PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29,4.2,6.6,93,1.7,0.56,253,385,63.89513014,Poor
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,28.8,5.1,6.7,88,1.9,0.63,405,713,66.50966087,Poor
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,27.8,5.3,6.4,4912,1.1,0.11,345,788,52.95281362,Poor
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,28.5,6.9,7,84,0.9,0.08,300,803,51.84438232,Poor
2294,R KALLAI AT KALLAI BRIDGE,KERALA,26,2.8,7.4,18256,1.6,0.47,1050,2300,105.6541675,Unsuitable for drinking
2295,CORAPUZHA AT KANAYANKODE,KERALA,26.5,5.3,7.2,9753,0.9,0.26,1600,2650,94.29697362,Very Poor
2296,R THALLASSERY AT PATHIPPALAM,KERALA,28.4,6.5,5.8,67,0.4,0.54,123,520,24.58332348,Excellent
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,28.1,6.9,6.1,86,0.6,0.49,73,183,28.45694899,Good
2298,R KUPPAM AT RAYAROM,KERALA,26.8,7,6.6,59,0.8,0.42,123,418,39.5693687,Good
2299,RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.6,5.6,6.4,7904,1,0.4,165,278,47.22409942,Good
2300,PERUVAMBA AT CHANDAPPURA,KERALA,28.1,6.8,6,55,0.5,0.25,590,910,37.86941594,Good
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,29,6,5.9,105,1,0.63,73,195,32.87765826,Good
2302,NEELASWARAM AT NAMBIARKAL DAM,KERALA,28.8,6.3,7,2759,1.4,0.22,963,1400,74.54435072,Poor
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,28,6.5,7.6,312,1.1,2.41,3,354,59.59755681,Poor
2352,"VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",ANDHRA PRADESH,27.4,6.4,7.7,203,1.1,3.34,3,357,61.89300377,Poor
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,28.8,7.3,7.3,308,4.2,2.43,116,185,80.44348783,Very Poor
1456,"RUSHIKULYA AT GANJAM D/S, ",ORISSA,30.8,6.8,7.8,23761,1.9,0.67,145,460,76.83795594,Very Poor
1642,"NAGAVALLI AT JAYKAYPUR D/S, ",ORISSA,28,7.5,8.1,228,2.1,0.4,3390,5850,148.1422672,Unsuitable for drinking
1643,"NAGAVALLI AT RAYAGADA D/S, ",ORISSA,27.3,7.7,8.1,243,1.6,0.71,1930,4450,110.2172867,Unsuitable for drinking
2422,"PENTA U/S, JAYKAYPUR TOWN",ODISHA,29,7.6,7.9,191,1.4,0.13,1188,1985,88.44062029,Very Poor
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ODISHA,24.5,7.5,7.9,237,1.8,0.45,1225,2425,93.42211391,Very Poor
2424,BUDHABALANGA AT BALASORE D/S,ODISHA,24.8,7.4,7.7,865,1.9,0.3,1300,2675,93.15066087,Very Poor
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ODISHA,25.3,6.7,6.9,132,1.2,0.32,953,1823,68.41865623,Poor
2426,MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ODISHA,26.8,7.1,7.9,211,1.4,0.48,1065,2098,88.19528174,Very Poor
2427,GUNUPUR (INTERSTATE BOUNDRY),ODISHA,29,6.7,7.9,182,1.1,0.24,735,1510,80.00904957,Very Poor
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMIL NADU,24.8,7.4,7,75,1.6,0.05,78,118,50.57318754,Poor
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMIL NADU,27.2,7.2,6.8,70,1.8,0.09,78,148,49.84363478,Good
1161,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",TAMIL NADU,27.3,6.6,7,119,2.5,0.33,233,374,65.91079652,Poor
1162,TAMBIRAPARANI AT MURAPPANADU,TAMIL NADU,28.4,6.9,7,236,1.9,0.25,83,157,55.81058899,Poor
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMIL NADU,26.8,7,6.9,73,1.7,0.4,87,144,51.88918203,Poor
1329,TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM,TAMIL NADU,25.2,7.2,6.9,75,1.5,0.2,83,128,49.04326145,Good
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,28.4,6.9,7.2,385,2.3,0.13,108,196,63.40412899,Poor
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMIL NADU,28.2,6.4,7.6,860,3.3,0.4,253,379,84.98434377,Very Poor
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMIL NADU,24,7.6,6.6,166,2,1.8,90,140,46.68920696,Good
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMIL NADU,29,6.9,7.2,308,1.9,0.49,60,170,58.81922899,Poor
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMIL NADU,25,6.8,6.7,247,2.1,1.84,280,500,57.45949594,Poor
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMIL NADU,25,6.6,6.9,359,2.3,0.59,110,280,59.74664319,Poor
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,20.3,5.6,6.7,807,10.8,2,1825,7500,176.0701328,Unsuitable for drinking
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,20,4.9,6.8,1097,26.5,4.8,14000,46250,598.1125748,Unsuitable for drinking
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,20,4.9,6.6,834,13.1,2.6,2875,9500,221.7778814,Unsuitable for drinking
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,19.8,5.2,6.7,1027,28,5.9,17500,57500,688.1411806,Unsuitable for drinking
1718,"GAGGAR  ENTERING IN  FROM HARYANA NR RD NO. 629, ",PUNJAB,32.7,3.3,7.9,897,1.3,0.97,5,12,81.91095942,Very Poor
1719,"GAGGAR D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, ",PUNJAB,34.5,4.9,8,510,1.2,0.35,4,8,74.88846145,Poor
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,19.8,5,6.9,1172,25.5,3.8,15500,48750,624.1226545,Unsuitable for drinking
1884,KALA AMB D/S MARKANDA RIVER,HIMACHAL PRADESH,27,4.8,7.8,599,534.5,3.75,2200,5000,4842.690302,Unsuitable for drinking
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,20.5,4.7,6.7,906,25.3,7.7,23500,47500,797.2163954,Unsuitable for drinking
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,20.5,5.4,6.8,883,15.4,5.1,9500,21750,392.59566,Unsuitable for drinking
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,20.5,5.1,7.6,1069,26.5,6.6,20250,49250,750.0140409,Unsuitable for drinking
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,21,4.2,7.6,1168,31.8,7.6,20000,46500,795.2605368,Unsuitable for drinking
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,20.3,4.8,6.6,905,15,3.3,6000,10500,308.4524217,Unsuitable for drinking
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,20,4.5,6.6,1269,30.3,4.1,21000,42750,784.0938293,Unsuitable for drinking
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,20,4.7,6.7,1216,26.8,3.7,13250,31500,580.080262,Unsuitable for drinking
1717,"KODRA DAM, MOUNT ABU, ",RAJASTHAN,21.3,5.2,7.3,465,0.9,0.59,4,9,58.65416058,Poor
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,22.1,7.8,8.2,410,1.2,0.1,16,32,64.63008638,Poor
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,22.33,6.7,8.12,396,1.53,0.15,10,29,71.32352957,Poor
1871,"MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,21.5,8,8.1,403,0.8,0.1,12,25,58.29963246,Poor
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,25,7.85,7.13,254,6.68,3.35,345,488,102.0155362,Unsuitable for drinking
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",MEGHALAYA,24,6.58,6.5,655,5.93,4,40,60,83.87416725,Very Poor
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20,7.58,7.03,191,2.08,2.65,2350,2900,105.6100177,Unsuitable for drinking
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24,8.23,7.05,137,1.4,3.2,243,323,49.7274058,Good
1633,SIMSANG RIVER WILLIAMNAGAR,MIZORAM,25,8.23,7.38,143,1.55,3.55,255,360,57.09693246,Poor
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,22,6.6,7.3,210,1.3,0.12,8.5,242,55.50296652,Poor
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23,6.8,7,317,1.5,0.14,8,45,51.07452928,Poor
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23,6.4,6.7,323,1.4,0.145,19,205,47.18584377,Good
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28,6.5,7.7,146,1.6,0.0125,302,390,72.07673014,Poor
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28,6.2,7.7,176,3.5,0.2,532,592,95.49333101,Very Poor
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,29,6.3,8,198,4.2,0.3,524,686,106.2762974,Unsuitable for drinking
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,28,7.3,7.4,332,0.7,0.3,6,12,48.50082783,Good
1246,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT,29,6.5,7.5,21417,16.4,0.4,15,37,197.9159568,Unsuitable for drinking
2459,DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN,30,6.1,7.3,11855,12.5,18.6,180,902,165.5685313,Unsuitable for drinking
2460,DAMANGANGA DISCHARGE POINT OF DISTILLERY,DAMAN,30,6.3,7.4,24506,136,16.9,158,698,1261.630631,Unsuitable for drinking
2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",DAMAN,30,5.9,7.5,25343,56.5,7.7,180,1800,561.4638919,Unsuitable for drinking
2463,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",DAMAN,30,6.2,7.4,368,8,3.2,265,1075,124.695131,Unsuitable for drinking
2464,"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",DAMAN,30,6.7,7.7,354,4,2.6,137,947,89.16405623,Very Poor
